latitude,longitude,altitude_m
48.1369384,11.5758899,518.074
48.1369348,11.575893,518.02
48.1369312,11.5758896,518.104
48.1369275,11.5758871,518.041
48.1369239,11.5758896,518.042
48.1369203,11.575891,518.037
48.1369167,11.5758903,518.15
48.136913,11.5758894,518.132
48.1369094,11.5758909,518.137
48.1369058,11.5758912,518.19
48.1369022,11.5758918,518.17
48.1368985,11.5758898,518.186
48.1368949,11.5758876,518.079
48.1368913,11.5758884,518.117
48.1368877,11.5758913,518.076
48.1368841,11.5758858,518.081
48.1368841,11.5759227,518.256
48.1368877,11.5759207,518.285
48.1368913,11.5759218,518.284
48.1368949,11.5759252,518.328
48.1368985,11.5759223,518.326
48.1369022,11.5759219,518.376
48.1369058,11.5759181,518.289
48.1369094,11.5759238,518.305
48.136913,11.5759235,518.342
48.1369167,11.5759276,518.334
48.1369203,11.5759209,518.36
48.1369239,11.5759223,518.31
48.1369275,11.5759224,518.294
48.1369312,11.575926,518.311
48.1369348,11.5759215,518.308
48.1369384,11.5759225,518.28
48.136942,11.5759234,518.265
48.1369457,11.5759223,518.327
48.1369493,11.5759205,518.247
48.1369529,11.5759223,518.293
48.1369565,11.5759246,518.338
48.1369601,11.575919,518.273
48.1369638,11.5759221,518.375
48.1369674,11.5759199,518.355
48.136971,11.575925,518.458
48.1369746,11.5759176,518.419
48.1369783,11.5759202,518.508
48.1369819,11.5759228,518.558
48.1369855,11.575926,518.589
48.1369891,11.5759216,518.582
48.1369928,11.5759202,518.585
48.1369964,11.5759268,518.62
48.137,11.5759178,518.663
48.1370036,11.5759158,518.605
48.1370073,11.5759229,518.641
48.1370109,11.5759204,518.694
48.1370145,11.575919,518.657
48.1370181,11.5759237,518.686
48.1370217,11.5759224,518.678
48.1370254,11.5759202,518.709
48.137029,11.5759183,518.725
48.1370326,11.5759241,518.773
48.1370362,11.5759235,518.804
48.1370399,11.5759215,518.794
48.1370435,11.5759267,518.809
48.1370471,11.5759189,518.784
48.1370507,11.5759176,518.812
48.1370544,11.5759199,518.857
48.137058,11.5759216,518.843
48.1370616,11.5759224,518.841
48.1370652,11.5759211,518.831
48.1370688,11.5759227,518.837
48.1370725,11.5759184,518.893
48.1370761,11.5759256,518.936
48.1370797,11.5759215,518.929
48.1370833,11.5759248,518.934
48.137087,11.5759227,518.983
48.1370906,11.575923,518.94
48.1370942,11.5759233,518.996
48.1370978,11.575923,518.977
48.1371015,11.5759235,518.975
48.1371051,11.5759253,519.031
48.1371087,11.5759223,519.024
48.1371123,11.5759237,519.04
48.137116,11.5759215,519.034
48.1371196,11.5759256,519.062
48.1371232,11.5759199,519.12
48.1371268,11.5759266,519.126
48.1371304,11.5759216,519.102
48.1371341,11.5759179,519.079
48.1371377,11.5759221,519.137
48.1371413,11.5759199,519.124
48.1371449,11.575924,519.14
48.1371486,11.57592,519.124
48.1371522,11.5759205,519.145
48.1371558,11.5759167,519.047
48.1371594,11.5759205,519.178
48.1371631,11.5759152,519.145
48.1371667,11.5759175,519.23
48.1371703,11.5759238,519.224
48.1371739,11.5759239,519.2
48.1371776,11.5759229,519.242
48.1371812,11.5759191,519.207
48.1371848,11.5759216,519.276
48.1371884,11.5759217,519.283
48.137192,11.5759186,519.301
48.1371957,11.5759258,519.294
48.1371993,11.5759241,519.323
48.1372029,11.5759212,519.279
48.1372065,11.5759218,519.357
48.1372102,11.5759223,519.365
48.1372138,11.5759162,519.349
48.1372174,11.5759211,519.368
48.137221,11.5759199,519.388
48.1372247,11.575919,519.431
48.1372283,11.575921,519.396
48.1372319,11.5759266,519.446
48.1372355,11.5759235,519.407
48.1372392,11.5759202,519.411
48.1372428,11.5759233,519.466
48.1372464,11.5759255,519.519
48.13725,11.5759242,519.484
48.1372536,11.5759219,519.486
48.1372573,11.57592,519.484
48.1372609,11.5759236,519.509
48.1372645,11.5759228,519.542
48.1372681,11.5759242,519.507
48.1372718,11.5759235,519.599
48.1372754,11.5759246,519.558
48.137279,11.5759203,519.592
48.1372826,11.5759253,519.567
48.1372863,11.5759223,519.623
48.1372899,11.5759273,519.659
48.1372935,11.5759199,519.628
48.1372971,11.5759264,519.629
48.1373007,11.5759223,519.659
48.1373044,11.57592,519.618
48.137308,11.5759204,519.66
48.1373116,11.5759209,519.712
48.1373152,11.5759229,519.727
48.1373189,11.5759232,519.717
48.1373225,11.5759202,519.685
48.1373261,11.5759217,519.753
48.1373297,11.5759275,519.773
48.1373334,11.5759264,519.71
48.137337,11.5759229,519.799
48.1373406,11.5759218,519.782
48.1373442,11.5759221,519.832
48.1373479,11.5759234,519.781
48.1373515,11.575919,519.71
48.1373551,11.5759211,519.836
48.1373587,11.5759172,519.831
48.1373623,11.5759228,519.809
48.137366,11.5759235,519.845
48.1373696,11.5759204,519.955
48.1373732,11.575926,519.901
48.1373768,11.5759184,519.91
48.1373805,11.5759178,519.877
48.1373841,11.5759224,519.867
48.1373877,11.5759246,519.947
48.1373913,11.5759263,519.964
48.137395,11.5759205,519.946
48.1373986,11.5759247,519.985
48.1374022,11.5759216,519.995
48.1374058,11.5759213,519.993
48.1374095,11.5759241,519.985
48.1374131,11.5759235,520.046
48.1374167,11.5759175,519.958
48.1374203,11.5759257,520.005
48.1374239,11.5759255,520.099
48.1374239,11.5759538,520.22
48.1374203,11.5759565,520.203
48.1374167,11.5759568,520.152
48.1374131,11.5759562,520.158
48.1374095,11.575954,520.15
48.1374058,11.5759536,520.096
48.1374022,11.5759554,520.118
48.1373986,11.5759586,520.162
48.137395,11.5759569,520.165
48.1373913,11.5759545,520.087
48.1373877,11.5759575,520.124
48.1373841,11.5759478,519.988
48.1373805,11.5759586,520.101
48.1373768,11.5759508,520.01
48.1373732,11.5759545,520.048
48.1373696,11.5759524,520.01
48.137366,11.575952,520.043
48.1373623,11.5759586,519.995
48.1373587,11.5759542,520.008
48.1373551,11.5759564,519.979
48.1373515,11.5759553,519.966
48.1373479,11.5759567,519.959
48.1373442,11.5759557,519.922
48.1373406,11.575952,519.919
48.137337,11.5759581,519.933
48.1373334,11.5759541,519.912
48.1373297,11.5759513,519.882
48.1373261,11.5759543,519.905
48.1373225,11.5759595,519.92
48.1373189,11.5759577,519.841
48.1373152,11.5759545,519.872
48.1373116,11.5759545,519.798
48.137308,11.5759546,519.84
48.1373044,11.5759611,519.857
48.1373007,11.5759565,519.749
48.1372971,11.5759566,519.798
48.1372935,11.5759582,519.776
48.1372899,11.5759561,519.746
48.1372863,11.5759548,519.791
48.1372826,11.5759549,519.719
48.137279,11.5759553,519.704
48.1372754,11.5759554,519.719
48.1372718,11.5759574,519.734
48.1372681,11.5759556,519.689
48.1372645,11.5759574,519.725
48.1372609,11.5759552,519.684
48.1372573,11.5759557,519.592
48.1372536,11.5759501,519.605
48.13725,11.5759579,519.627
48.1372464,11.5759564,519.639
48.1372428,11.5759581,519.542
48.1372392,11.5759476,519.638
48.1372355,11.5759611,519.625
48.1372319,11.5759551,519.575
48.1372283,11.5759584,519.608
48.1372247,11.5759527,519.605
48.137221,11.5759571,519.567
48.1372174,11.5759526,519.538
48.1372138,11.5759538,519.504
48.1372102,11.5759606,519.506
48.1372065,11.5759549,519.462
48.1372029,11.575956,519.44
48.1371993,11.5759578,519.433
48.1371957,11.5759568,519.394
48.137192,11.5759559,519.414
48.1371884,11.5759564,519.349
48.1371848,11.5759619,519.39
48.1371812,11.5759553,519.363
48.1371776,11.575956,519.352
48.1371739,11.5759583,519.315
48.1371703,11.5759584,519.407
48.1371667,11.5759587,519.339
48.1371631,11.5759572,519.247
48.1371594,11.5759524,519.279
48.1371558,11.5759599,519.236
48.1371522,11.5759524,519.217
48.1371486,11.5759563,519.195
48.1371449,11.5759534,519.238
48.1371413,11.5759553,519.195
48.1371377,11.5759563,519.236
48.1371341,11.5759563,519.228
48.1371304,11.5759566,519.232
48.1371268,11.5759598,519.159
48.1371232,11.5759567,519.192
48.1371196,11.5759548,519.187
48.137116,11.5759581,519.152
48.1371123,11.5759587,519.137
48.1371087,11.5759521,519.184
48.1371051,11.5759571,519.149
48.1371015,11.5759573,519.153
48.1370978,11.5759547,519.091
48.1370942,11.5759592,519.086
48.1370906,11.5759551,519.079
48.137087,11.5759558,519.085
48.1370833,11.575955,519.042
48.1370797,11.5759555,519.064
48.1370761,11.5759525,518.989
48.1370725,11.5759516,518.99
48.1370688,11.5759598,519.068
48.1370652,11.5759532,519.025
48.1370616,11.5759528,518.981
48.137058,11.5759496,518.936
48.1370544,11.5759537,518.942
48.1370507,11.5759519,518.941
48.1370471,11.5759599,518.995
48.1370435,11.5759582,518.984
48.1370399,11.5759536,518.909
48.1370362,11.5759615,518.912
48.1370326,11.5759581,518.927
48.137029,11.5759546,518.866
48.1370254,11.5759487,518.837
48.1370217,11.5759616,518.935
48.1370181,11.5759517,518.864
48.1370145,11.575951,518.826
48.1370109,11.5759582,518.797
48.1370073,11.575962,518.837
48.1370036,11.5759592,518.831
48.137,11.575957,518.757
48.1369964,11.5759571,518.783
48.1369928,11.5759578,518.754
48.1369891,11.5759575,518.733
48.1369855,11.5759562,518.656
48.1369819,11.5759557,518.63
48.1369783,11.5759553,518.62
48.1369746,11.5759534,518.554
48.136971,11.5759547,518.501
48.1369674,11.5759509,518.466
48.1369638,11.5759552,518.485
48.1369601,11.5759528,518.416
48.1369565,11.5759525,518.443
48.1369529,11.5759559,518.501
48.1369493,11.5759592,518.428
48.1369457,11.5759579,518.541
48.136942,11.5759512,518.495
48.1369384,11.5759528,518.467
48.1369348,11.575958,518.538
48.1369312,11.5759528,518.496
48.1369275,11.5759549,518.548
48.1369239,11.5759569,518.552
48.1369203,11.5759528,518.456
48.1369167,11.5759557,518.526
48.136913,11.5759519,518.476
48.1369094,11.5759538,518.486
48.1369058,11.5759563,518.463
48.1369022,11.5759512,518.504
48.1368985,11.5759566,518.496
48.1368949,11.5759554,518.426
48.1368913,11.5759569,518.403
48.1368877,11.5759561,518.416
48.1368841,11.5759591,518.442
48.1368841,11.5759895,518.569
48.1368877,11.575988,518.605
48.1368913,11.5759895,518.609
48.1368949,11.5759906,518.632
48.1368985,11.5759893,518.619
48.1369022,11.5759893,518.579
48.1369058,11.5759873,518.618
48.1369094,11.5759874,518.667
48.136913,11.5759854,518.636
48.1369167,11.5759939,518.701
48.1369203,11.5759858,518.65
48.1369239,11.5759873,518.644
48.1369275,11.5759872,518.678
48.1369312,11.5759916,518.718
48.1369348,11.5759884,518.675
48.1369384,11.5759925,518.711
48.136942,11.5759873,518.658
48.1369457,11.5759899,518.73
48.1369493,11.5759869,518.661
48.1369529,11.5759949,518.754
48.1369565,11.575986,518.69
48.1369601,11.57599,518.659
48.1369638,11.5759909,518.63
48.1369674,11.5759903,518.592
48.136971,11.5759887,518.606
48.1369746,11.5759888,518.619
48.1369783,11.5759893,518.72
48.1369819,11.5759888,518.703
48.1369855,11.5759918,518.747
48.1369891,11.5759951,518.708
48.1369928,11.5759877,518.753
48.1369964,11.5759855,518.845
48.137,11.5759889,518.868
48.1370036,11.5759961,518.904
48.1370073,11.575987,518.93
48.1370109,11.5759936,519.008
48.1370145,11.5759937,518.977
48.1370181,11.5759877,518.985
48.1370217,11.5759907,519.019
48.1370254,11.5759936,519.113
48.137029,11.5759881,518.971
48.1370326,11.5759886,519.071
48.1370362,11.5759876,519.056
48.1370399,11.5759864,519.084
48.1370435,11.5759874,519.064
48.1370471,11.5759859,519.088
48.1370507,11.5759893,519.137
48.1370544,11.5759871,519.212
48.137058,11.5759898,519.165
48.1370616,11.575985,519.106
48.1370652,11.5759901,519.149
48.1370688,11.5759914,519.16
48.1370725,11.5759838,519.102
48.1370761,11.5759902,519.169
48.1370797,11.5759925,519.206
48.1370833,11.5759859,519.136
48.137087,11.5759937,519.206
48.1370906,11.5759903,519.183
48.1370942,11.5759873,519.142
48.1370978,11.575989,519.15
48.1371015,11.5759907,519.192
48.1371051,11.5759894,519.161
48.1371087,11.5759906,519.132
48.1371123,11.5759867,519.128
48.137116,11.5759896,519.132
48.1371196,11.5759854,519.119
48.1371232,11.5759889,519.072
48.1371268,11.5759867,519.201
48.1371304,11.5759872,519.151
48.1371341,11.5759925,519.185
48.1371377,11.5759921,519.183
48.1371413,11.5759908,519.168
48.1371449,11.5759862,519.178
48.1371486,11.5759883,519.155
48.1371522,11.5759924,519.307
48.1371558,11.5759895,519.196
48.1371594,11.5759954,519.255
48.1371631,11.5759902,519.247
48.1371667,11.5759897,519.308
48.1371703,11.5759883,519.277
48.1371739,11.5759895,519.257
48.1371776,11.5759888,519.344
48.1371812,11.5759911,519.349
48.1371848,11.5759917,519.36
48.1371884,11.575987,519.383
48.137192,11.5759856,519.46
48.1371957,11.5759842,519.483
48.1371993,11.5759905,519.413
48.1372029,11.5759862,519.52
48.1372065,11.5759834,519.519
48.1372102,11.5759902,519.542
48.1372138,11.5759959,519.5
48.1372174,11.5759891,519.587
48.137221,11.5759914,519.597
48.1372247,11.5759894,519.674
48.1372283,11.5759889,519.706
48.1372319,11.5759916,519.64
48.1372355,11.5759884,519.713
48.1372392,11.5759899,519.77
48.1372428,11.57599,519.748
48.1372464,11.5759874,519.779
48.13725,11.5759918,519.8
48.1372536,11.5759887,519.8
48.1372573,11.5759871,519.787
48.1372609,11.5759906,519.786
48.1372645,11.5759867,519.784
48.1372681,11.5759892,519.862
48.1372718,11.5759891,519.853
48.1372754,11.5759921,519.873
48.137279,11.5759904,519.87
48.1372826,11.5759891,519.879
48.1372863,11.5759914,519.942
48.1372899,11.5759929,519.919
48.1372935,11.5759907,519.891
48.1372971,11.5759892,519.96
48.1373007,11.5759856,519.928
48.1373044,11.5759863,519.95
48.137308,11.5759883,520.018
48.1373116,11.5759875,519.978
48.1373152,11.5759887,520.004
48.1373189,11.5759893,519.975
48.1373225,11.5759906,520.021
48.1373261,11.575989,520.051
48.1373297,11.5759905,520.005
48.1373334,11.5759893,520.065
48.137337,11.5759838,520.05
48.1373406,11.5759866,520.072
48.1373442,11.5759888,520.124
48.1373479,11.5759859,520.102
48.1373515,11.5759908,520.17
48.1373551,11.5759933,520.118
48.1373587,11.5759925,520.161
48.1373623,11.5759886,520.155
48.137366,11.5759932,520.152
48.1373696,11.5759896,520.209
48.1373732,11.5759883,520.257
48.1373768,11.5759875,520.195
48.1373805,11.5759883,520.227
48.1373841,11.5759881,520.225
48.1373877,11.5759896,520.22
48.1373913,11.5759896,520.199
48.137395,11.5759892,520.242
48.1373986,11.5759903,520.239
48.1374022,11.5759924,520.352
48.1374058,11.5759917,520.307
48.1374095,11.5759852,520.284
48.1374131,11.5759823,520.321
48.1374167,11.5759917,520.313
48.1374203,11.5759855,520.309
48.1374239,11.5759886,520.359
48.1374239,11.5760197,520.52
48.1374203,11.576018,520.485
48.1374167,11.5760243,520.492
48.1374131,11.5760249,520.477
48.1374095,11.5760213,520.46
48.1374058,11.5760159,520.419
48.1374022,11.5760214,520.393
48.1373986,11.5760239,520.424
48.137395,11.5760189,520.357
48.1373913,11.5760234,520.398
48.1373877,11.5760228,520.367
48.1373841,11.5760244,520.452
48.1373805,11.5760232,520.358
48.1373768,11.5760202,520.292
48.1373732,11.5760261,520.343
48.1373696,11.5760224,520.335
48.137366,11.5760228,520.359
48.1373623,11.5760204,520.269
48.1373587,11.5760217,520.233
48.1373551,11.5760205,520.288
48.1373515,11.5760224,520.218
48.1373479,11.5760275,520.255
48.1373442,11.5760192,520.214
48.1373406,11.5760185,520.204
48.137337,11.5760268,520.25
48.1373334,11.5760223,520.178
48.1373297,11.5760211,520.173
48.1373261,11.5760257,520.188
48.1373225,11.5760212,520.162
48.1373189,11.5760278,520.175
48.1373152,11.5760247,520.161
48.1373116,11.5760216,520.148
48.137308,11.5760287,520.152
48.1373044,11.5760212,520.111
48.1373007,11.5760249,520.053
48.1372971,11.5760237,520.085
48.1372935,11.5760264,520.097
48.1372899,11.5760271,520.095
48.1372863,11.576023,520.023
48.1372826,11.5760208,520.003
48.137279,11.5760241,520.007
48.1372754,11.576021,520.016
48.1372718,11.5760283,520.048
48.1372681,11.5760232,519.971
48.1372645,11.5760219,519.991
48.1372609,11.5760234,519.959
48.1372573,11.5760192,519.92
48.1372536,11.5760203,519.902
48.13725,11.5760261,519.922
48.1372464,11.5760211,519.871
48.1372428,11.5760201,519.897
48.1372392,11.5760243,519.769
48.1372355,11.5760261,519.768
48.1372319,11.5760248,519.695
48.1372283,11.5760256,519.645
48.1372247,11.5760208,519.634
48.137221,11.576019,519.605
48.1372174,11.5760269,519.683
48.1372138,11.576022,519.558
48.1372102,11.5760222,519.523
48.1372065,11.5760265,519.6
48.1372029,11.5760244,519.52
48.1371993,11.5760241,519.588
48.1371957,11.5760287,519.657
48.137192,11.5760211,519.605
48.1371884,11.5760254,519.671
48.1371848,11.576023,519.608
48.1371812,11.5760236,519.632
48.1371776,11.576027,519.657
48.1371739,11.5760242,519.616
48.1371703,11.5760243,519.659
48.1371667,11.5760258,519.624
48.1371631,11.5760219,519.6
48.1371594,11.5760206,519.56
48.1371558,11.5760201,519.59
48.1371522,11.5760176,519.585
48.1371486,11.5760284,519.601
48.1371449,11.5760199,519.473
48.1371413,11.5760223,519.534
48.1371377,11.5760221,519.516
48.1371341,11.5760237,519.517
48.1371304,11.5760251,519.488
48.1371268,11.5760252,519.469
48.1371232,11.5760213,519.407
48.1371196,11.5760224,519.408
48.137116,11.5760236,519.298
48.1371123,11.5760222,519.293
48.1371087,11.5760272,519.329
48.1371051,11.5760242,519.227
48.1371015,11.5760249,519.28
48.1370978,11.5760247,519.179
48.1370942,11.576026,519.183
48.1370906,11.5760234,519.177
48.137087,11.5760194,519.136
48.1370833,11.576024,519.109
48.1370797,11.5760211,519.164
48.1370761,11.5760214,519.224
48.1370725,11.5760245,519.199
48.1370688,11.5760262,519.201
48.1370652,11.5760229,519.267
48.1370616,11.5760237,519.239
48.137058,11.5760275,519.247
48.1370544,11.5760235,519.258
48.1370507,11.5760299,519.292
48.1370471,11.5760244,519.315
48.1370435,11.5760181,519.235
48.1370399,11.5760249,519.258
48.1370362,11.5760239,519.19
48.1370326,11.5760264,519.167
48.137029,11.5760247,519.175
48.1370254,11.5760225,519.148
48.1370217,11.5760196,519.081
48.1370181,11.5760223,519.09
48.1370145,11.5760206,519.074
48.1370109,11.5760213,519.043
48.1370073,11.5760245,519.022
48.1370036,11.5760274,518.988
48.137,11.5760239,518.923
48.1369964,11.5760196,518.882
48.1369928,11.5760241,518.846
48.1369891,11.5760261,518.922
48.1369855,11.5760212,518.834
48.1369819,11.5760225,518.823
48.1369783,11.5760229,518.801
48.1369746,11.5760208,518.907
48.136971,11.5760246,518.815
48.1369674,11.5760225,518.831
48.1369638,11.576024,518.875
48.1369601,11.5760205,518.868
48.1369565,11.5760217,518.894
48.1369529,11.5760248,518.942
48.1369493,11.5760219,518.889
48.1369457,11.5760275,518.871
48.136942,11.5760218,518.863
48.1369384,11.5760235,518.883
48.1369348,11.5760254,518.936
48.1369312,11.576019,518.795
48.1369275,11.5760181,518.86
48.1369239,11.5760188,518.821
48.1369203,11.5760263,518.862
48.1369167,11.5760214,518.801
48.136913,11.5760298,518.802
48.1369094,11.5760214,518.803
48.1369058,11.5760234,518.797
48.1369022,11.576027,518.809
48.1368985,11.5760283,518.773
48.1368949,11.5760284,518.744
48.1368913,11.5760261,518.693
48.1368877,11.5760256,518.751
48.1368841,11.5760245,518.722
48.1368841,11.5760587,518.819
48.1368877,11.5760551,518.83
48.1368913,11.5760544,518.841
48.1368949,11.5760566,518.832
48.1368985,11.5760561,518.862
48.1369022,11.5760554,518.861
48.1369058,11.5760585,518.908
48.1369094,11.5760592,518.913
48.136913,11.5760568,518.889
48.1369167,11.5760606,519.025
48.1369203,11.5760535,518.986
48.1369239,11.5760561,518.947
48.1369275,11.5760546,518.985
48.1369312,11.5760515,518.988
48.1369348,11.5760564,519.042
48.1369384,11.5760563,518.992
48.136942,11.5760607,519.078
48.1369457,11.5760583,519.028
48.1369493,11.5760538,518.992
48.1369529,11.5760616,519.095
48.1369565,11.5760599,519.109
48.1369601,11.5760582,519.14
48.1369638,11.576056,519.013
48.1369674,11.576054,519.054
48.136971,11.5760556,519.022
48.1369746,11.5760595,519.072
48.1369783,11.5760617,519.008
48.1369819,11.5760607,518.999
48.1369855,11.5760553,518.976
48.1369891,11.5760536,518.99
48.1369928,11.576057,518.988
48.1369964,11.5760518,519.016
48.137,11.5760575,519.063
48.1370036,11.5760562,519.068
48.1370073,11.5760553,519.123
48.1370109,11.5760523,519.111
48.1370145,11.576058,519.107
48.1370181,11.5760551,519.213
48.1370217,11.5760534,519.183
48.1370254,11.5760488,519.248
48.137029,11.5760565,519.315
48.1370326,11.5760614,519.318
48.1370362,11.5760611,519.28
48.1370399,11.5760553,519.297
48.1370435,11.576055,519.372
48.1370471,11.5760578,519.336
48.1370507,11.5760539,519.329
48.1370544,11.5760574,519.342
48.137058,11.5760586,519.322
48.1370616,11.5760599,519.289
48.1370652,11.5760563,519.25
48.1370688,11.576056,519.231
48.1370725,11.5760542,519.256
48.1370761,11.5760544,519.253
48.1370797,11.576056,519.257
48.1370833,11.5760576,519.343
48.137087,11.576059,519.364
48.1370906,11.5760544,519.351
48.1370942,11.5760606,519.462
48.1370978,11.5760559,519.461
48.1371015,11.5760565,519.535
48.1371051,11.5760546,519.605
48.1371087,11.57605,519.542
48.1371123,11.576059,519.681
48.137116,11.5760586,519.682
48.1371196,11.5760558,519.701
48.1371232,11.5760568,519.697
48.1371268,11.576058,519.768
48.1371304,11.5760524,519.75
48.1371341,11.5760552,519.814
48.1371377,11.5760587,519.851
48.1371413,11.5760532,519.785
48.1371449,11.5760574,519.903
48.1371486,11.5760529,519.857
48.1371522,11.5760578,519.909
48.1371558,11.5760565,519.904
48.1371594,11.5760522,519.866
48.1371631,11.5760597,519.955
48.1371667,11.5760546,519.93
48.1371703,11.5760544,519.868
48.1371739,11.5760571,519.929
48.1371776,11.5760597,519.96
48.1371812,11.5760538,519.933
48.1371848,11.5760567,519.983
48.1371884,11.5760577,519.93
48.137192,11.5760585,519.94
48.1371957,11.5760571,519.923
48.1371993,11.5760556,519.893
48.1372029,11.5760544,519.882
48.1372065,11.5760568,519.919
48.1372102,11.5760537,519.813
48.1372138,11.5760487,519.784
48.1372174,11.5760578,519.779
48.137221,11.576059,519.798
48.1372247,11.5760502,519.72
48.1372283,11.5760539,519.798
48.1372319,11.5760583,519.764
48.1372355,11.5760621,519.733
48.1372392,11.5760566,519.75
48.1372428,11.5760546,519.848
48.1372464,11.5760561,519.912
48.13725,11.5760603,519.957
48.1372536,11.5760548,519.989
48.1372573,11.5760544,520.056
48.1372609,11.5760553,520.04
48.1372645,11.576054,520.105
48.1372681,11.5760569,520.06
48.1372718,11.576061,520.115
48.1372754,11.5760575,520.091
48.137279,11.5760559,520.145
48.1372826,11.5760558,520.164
48.1372863,11.5760524,520.167
48.1372899,11.576059,520.204
48.1372935,11.5760564,520.176
48.1372971,11.5760561,520.21
48.1373007,11.5760652,520.219
48.1373044,11.5760574,520.285
48.137308,11.5760546,520.236
48.1373116,11.5760554,520.246
48.1373152,11.5760597,520.338
48.1373189,11.5760569,520.254
48.1373225,11.5760527,520.252
48.1373261,11.5760591,520.291
48.1373297,11.5760548,520.317
48.1373334,11.5760616,520.371
48.137337,11.5760595,520.384
48.1373406,11.5760554,520.434
48.1373442,11.57606,520.321
48.1373479,11.5760568,520.405
48.1373515,11.5760589,520.391
48.1373551,11.5760579,520.398
48.1373587,11.5760543,520.395
48.1373623,11.5760548,520.4
48.137366,11.5760594,520.508
48.1373696,11.5760557,520.48
48.1373732,11.5760555,520.467
48.1373768,11.576054,520.513
48.1373805,11.5760577,520.454
48.1373841,11.5760621,520.489
48.1373877,11.5760537,520.442
48.1373913,11.5760566,520.511
48.137395,11.5760604,520.563
48.1373986,11.5760564,520.558
48.1374022,11.5760578,520.577
48.1374058,11.5760537,520.526
48.1374095,11.5760577,520.62
48.1374131,11.5760561,520.609
48.1374167,11.5760592,520.648
48.1374203,11.5760598,520.584
48.1374239,11.5760636,520.677
48.1374239,11.5760919,520.743
48.1374203,11.5760912,520.752
48.1374167,11.5760908,520.766
48.1374131,11.5760893,520.735
48.1374095,11.5760912,520.702
48.1374058,11.5760895,520.709
48.1374022,11.5760907,520.656
48.1373986,11.5760938,520.736
48.137395,11.5760876,520.659
48.1373913,11.5760934,520.709
48.1373877,11.5760938,520.65
48.1373841,11.57609,520.623
48.1373805,11.5760846,520.582
48.1373768,11.5760887,520.635
48.1373732,11.5760938,520.596
48.1373696,11.5760902,520.61
48.137366,11.5760876,520.557
48.1373623,11.5760889,520.503
48.1373587,11.5760926,520.547
48.1373551,11.5760918,520.513
48.1373515,11.5760896,520.529
48.1373479,11.5760893,520.479
48.1373442,11.5760892,520.53
48.1373406,11.5760878,520.482
48.137337,11.5760946,520.494
48.1373334,11.5760894,520.487
48.1373297,11.5760936,520.5
48.1373261,11.5760944,520.462
48.1373225,11.576093,520.421
48.1373189,11.5760891,520.364
48.1373152,11.5760914,520.394
48.1373116,11.5760902,520.379
48.137308,11.5760879,520.38
48.1373044,11.5760912,520.367
48.1373007,11.5760871,520.37
48.1372971,11.5760935,520.344
48.1372935,11.576089,520.331
48.1372899,11.5760908,520.363
48.1372863,11.5760911,520.326
48.1372826,11.5760896,520.295
48.137279,11.5760919,520.272
48.1372754,11.576089,520.243
48.1372718,11.5760926,520.228
48.1372681,11.5760867,520.19
48.1372645,11.5760906,520.207
48.1372609,11.5760955,520.149
48.1372573,11.5760876,520.048
48.1372536,11.5760885,520.093
48.13725,11.5760917,520.01
48.1372464,11.5760908,519.918
48.1372428,11.5760912,519.924
48.1372392,11.5760916,519.936
48.1372355,11.576092,519.996
48.1372319,11.5760933,519.943
48.1372283,11.5760914,520.026
48.1372247,11.5760896,520.062
48.137221,11.5760921,520.049
48.1372174,11.5760954,520.107
48.1372138,11.5760899,520.073
48.1372102,11.5760877,520.1
48.1372065,11.5760933,520.149
48.1372029,11.57609,520.161
48.1371993,11.5760844,520.149
48.1371957,11.5760926,520.147
48.137192,11.5760888,520.096
48.1371884,11.57609,520.167
48.1371848,11.5760912,520.189
48.1371812,11.5760908,520.19
48.1371776,11.5760922,520.186
48.1371739,11.5760891,520.182
48.1371703,11.5760917,520.242
48.1371667,11.5760896,520.192
48.1371631,11.5760923,520.184
48.1371594,11.576092,520.172
48.1371558,11.5760878,520.143
48.1371522,11.5760932,520.224
48.1371486,11.5760888,520.123
48.1371449,11.5760925,520.136
48.1371413,11.5760913,520.093
48.1371377,11.5760952,520.144
48.1371341,11.5760897,520.108
48.1371304,11.5760893,520.034
48.1371268,11.5760902,520.0
48.1371232,11.5760895,519.965
48.1371196,11.5760924,519.881
48.137116,11.5760859,519.906
48.1371123,11.5760874,519.867
48.1371087,11.5760874,519.845
48.1371051,11.5760929,519.81
48.1371015,11.5760949,519.797
48.1370978,11.57609,519.733
48.1370942,11.5760898,519.735
48.1370906,11.5760905,519.651
48.137087,11.5760934,519.692
48.1370833,11.5760878,519.549
48.1370797,11.5760909,519.46
48.1370761,11.5760929,519.45
48.1370725,11.5760916,519.379
48.1370688,11.5760908,519.293
48.1370652,11.576093,519.396
48.1370616,11.576083,519.339
48.137058,11.5760921,519.368
48.1370544,11.5760885,519.368
48.1370507,11.5760854,519.336
48.1370471,11.5760917,519.387
48.1370435,11.576094,519.437
48.1370399,11.5760899,519.368
48.1370362,11.5760929,519.315
48.1370326,11.5760946,519.364
48.137029,11.5760938,519.338
48.1370254,11.5760947,519.317
48.1370217,11.5760923,519.299
48.1370181,11.5760905,519.264
48.1370145,11.576086,519.214
48.1370109,11.5760896,519.231
48.1370073,11.576088,519.129
48.1370036,11.5760961,519.218
48.137,11.5760898,519.19
48.1369964,11.5760906,519.141
